line_2,line_3,line_1,wakf_id/id,name,assess_year/id,date_from,acc_year/id,temp_acc_year
0,0,5981,__export__.res_partner_1249,1723,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_410,2231,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,1468,__export__.res_partner_3942,2261,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_4541,2274,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_3419,2273,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_1556,2323,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_226,
0,0,0,__export__.res_partner_1556,2323,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_1585,2363,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_1938,5267,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_5062,5804,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,15.85,__export__.res_partner_7879,6759,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_6613,4333,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,1670,__export__.res_partner_5797,2060,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_2472,1991,__export__.account_fiscalyear_228,2013-12-28,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_7150,6455,__export__.account_fiscalyear_228,2013-12-31,__export__.account_fiscalyear_226,
0,0,0,__export__.res_partner_7150,6455,__export__.account_fiscalyear_228,2013-12-31,__export__.account_fiscalyear_227,
0,0,14657,__export__.res_partner_7852,8121,__export__.account_fiscalyear_228,2013-12-31,__export__.account_fiscalyear_223,
0,0,34274,__export__.res_partner_7852,8121,__export__.account_fiscalyear_228,2013-12-31,__export__.account_fiscalyear_224,
0,0,54819,__export__.res_partner_7852,8121,__export__.account_fiscalyear_228,2013-12-31,__export__.account_fiscalyear_225,
0,0,55245,__export__.res_partner_7852,8121,__export__.account_fiscalyear_228,2013-12-30,__export__.account_fiscalyear_226,
34000,0,15460,__export__.res_partner_7852,8121,__export__.account_fiscalyear_228,2013-12-30,__export__.account_fiscalyear_227,
43566,0,15966,__export__.res_partner_6208,5967,__export__.account_fiscalyear_228,2013-12-30,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_501,7877,__export__.account_fiscalyear_228,2013-12-30,__export__.account_fiscalyear_227,
147620,0,2080,__export__.res_partner_5442,1437,__export__.account_fiscalyear_228,2013-12-31,__export__.account_fiscalyear_226,
606675.65,0,17559,__export__.res_partner_6289,5927,__export__.account_fiscalyear_229,2013-12-30,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_6345,5820,__export__.account_fiscalyear_229,2013-12-31,__export__.account_fiscalyear_227,
406000.65,0,39489.9,__export__.res_partner_637,5793,__export__.account_fiscalyear_229,2014-01-01,__export__.account_fiscalyear_227,
0,0,175756,__export__.res_partner_4038,8120,__export__.account_fiscalyear_229,2014-01-01,__export__.account_fiscalyear_226,
0,0,57046.85,__export__.res_partner_4038,8120,__export__.account_fiscalyear_229,2014-01-01,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_4714,5721,__export__.account_fiscalyear_228,2014-01-02,__export__.account_fiscalyear_227,
0,0,0,__export__.res_partner_4254,5609,__export__.account_fiscalyear_228,2014-01-02,__export__.account_fiscalyear_227,
