master_id,temp_acc_year,acc_year/id,date_from,assess_year/id,name,wakf_id/id,line_1,line_2,line_3
1609,,__export__.account_fiscalyear_55,7/13/2012,__export__.account_fiscalyear_56,6895,__export__.res_partner_4344,,,
1610,,__export__.account_fiscalyear_56,5/8/2013,__export__.account_fiscalyear_57,6895,__export__.res_partner_4344,,,
1611,,__export__.account_fiscalyear_48,6/28/2005,__export__.account_fiscalyear_49,2222,__export__.res_partner_3951,,,
1612,,__export__.account_fiscalyear_56,10/23/2013,__export__.account_fiscalyear_57,2222,__export__.res_partner_3951,,,
1613,,__export__.account_fiscalyear_55,9/12/2013,__export__.account_fiscalyear_57,6893,__export__.res_partner_956,,,
1614,,__export__.account_fiscalyear_56,12/7/2013,__export__.account_fiscalyear_57,6893,__export__.res_partner_956,,,
1615,,__export__.account_fiscalyear_431,4/3/1996,__export__.account_fiscalyear_40,4090,__export__.res_partner_5246,,,
1616,,__export__.account_fiscalyear_55,3/2/2013,__export__.account_fiscalyear_56,6891,__export__.res_partner_8411,,,
1617,,__export__.account_fiscalyear_56,6/20/2013,__export__.account_fiscalyear_57,6891,__export__.res_partner_8411,,,
1618,,__export__.account_fiscalyear_55,3/27/2014,__export__.account_fiscalyear_57,6897,__export__.res_partner_7175,,,
1619,,__export__.account_fiscalyear_56,3/27/2014,__export__.account_fiscalyear_57,6897,__export__.res_partner_7175,,,
1620,,__export__.account_fiscalyear_55,6/13/2012,__export__.account_fiscalyear_56,6899,__export__.res_partner_6238,,,
1621,,__export__.account_fiscalyear_56,11/21/2013,__export__.account_fiscalyear_57,6899,__export__.res_partner_6238,,,
1622,,__export__.account_fiscalyear_55,6/1/2012,__export__.account_fiscalyear_56,6901,__export__.res_partner_1371,,,
1623,,__export__.account_fiscalyear_56,5/30/2013,__export__.account_fiscalyear_57,6901,__export__.res_partner_1371,,,
1624,,__export__.account_fiscalyear_43,2/2/2001,__export__.account_fiscalyear_44,6902,__export__.res_partner_8409,,,
1625,,__export__.account_fiscalyear_55,4/11/2012,__export__.account_fiscalyear_56,4090,__export__.res_partner_5246,,,
1626,,__export__.account_fiscalyear_53,1/29/2011,__export__.account_fiscalyear_54,6902,__export__.res_partner_8409,,,
1627,,__export__.account_fiscalyear_56,5/27/2013,__export__.account_fiscalyear_57,4090,__export__.res_partner_5246,,,
1628,,__export__.account_fiscalyear_55,2/12/2014,__export__.account_fiscalyear_57,6902,__export__.res_partner_8409,,,
1629,,__export__.account_fiscalyear_56,2/12/2014,__export__.account_fiscalyear_57,6902,__export__.res_partner_8409,,,
1630,,__export__.account_fiscalyear_55,5/15/2013,__export__.account_fiscalyear_57,4104,__export__.res_partner_1928,,,
1631,,__export__.account_fiscalyear_56,9/26/2013,__export__.account_fiscalyear_57,4104,__export__.res_partner_1928,,,
1632,,__export__.account_fiscalyear_55,3/11/2013,__export__.account_fiscalyear_56,6914,__export__.res_partner_3910,,,
1633,,__export__.account_fiscalyear_56,11/20/2013,__export__.account_fiscalyear_57,6914,__export__.res_partner_3910,,,
1634,,__export__.account_fiscalyear_55,1/19/2013,__export__.account_fiscalyear_56,6915,__export__.res_partner_2510,,,
1635,,__export__.account_fiscalyear_56,7/25/2013,__export__.account_fiscalyear_57,6915,__export__.res_partner_2510,,,
1636,,__export__.account_fiscalyear_54,3/27/2012,__export__.account_fiscalyear_55,6916,__export__.res_partner_7504,,,
1637,,__export__.account_fiscalyear_55,2/26/2013,__export__.account_fiscalyear_56,6916,__export__.res_partner_7504,,,
1638,,__export__.account_fiscalyear_55,8/8/2012,__export__.account_fiscalyear_56,6917,__export__.res_partner_3396,,,
1639,,__export__.account_fiscalyear_56,11/12/2013,__export__.account_fiscalyear_57,6917,__export__.res_partner_3396,,,
1640,,__export__.account_fiscalyear_55,6/29/2012,__export__.account_fiscalyear_56,6918,__export__.res_partner_5652,,,
1641,,__export__.account_fiscalyear_56,6/22/2013,__export__.account_fiscalyear_57,6918,__export__.res_partner_5652,,,
1642,,__export__.account_fiscalyear_55,5/24/2013,__export__.account_fiscalyear_57,6929,__export__.res_partner_6854,,,
1643,,__export__.account_fiscalyear_56,10/11/2013,__export__.account_fiscalyear_57,6929,__export__.res_partner_6854,,,
1644,,__export__.account_fiscalyear_55,5/25/2013,__export__.account_fiscalyear_57,6936,__export__.res_partner_3646,,,
1645,,__export__.account_fiscalyear_56,12/18/2013,__export__.account_fiscalyear_57,6936,__export__.res_partner_3646,,,
1646,,__export__.account_fiscalyear_52,12/28/2011,__export__.account_fiscalyear_55,6944,__export__.res_partner_3286,,,
1647,,__export__.account_fiscalyear_56,6/12/2013,__export__.account_fiscalyear_57,4599,__export__.res_partner_6091,,,
1648,,__export__.account_fiscalyear_53,12/28/2011,__export__.account_fiscalyear_55,6944,__export__.res_partner_3286,,,
1649,,__export__.account_fiscalyear_54,9/28/2012,__export__.account_fiscalyear_56,6944,__export__.res_partner_3286,,,
1650,,__export__.account_fiscalyear_55,9/28/2012,__export__.account_fiscalyear_56,6944,__export__.res_partner_3286,,,
1651,,__export__.account_fiscalyear_56,2/5/2014,__export__.account_fiscalyear_57,6944,__export__.res_partner_3286,,,
1652,,__export__.account_fiscalyear_420,4/3/1995,__export__.account_fiscalyear_431,4615,__export__.res_partner_784,,,
1653,,__export__.account_fiscalyear_55,11/19/2012,__export__.account_fiscalyear_56,4615,__export__.res_partner_784,,,
1654,,__export__.account_fiscalyear_55,11/23/2012,__export__.account_fiscalyear_56,4617,__export__.res_partner_1104,,,
1655,,__export__.account_fiscalyear_56,10/19/2013,__export__.account_fiscalyear_57,4617,__export__.res_partner_1104,,,
1656,,__export__.account_fiscalyear_50,2/8/2008,__export__.account_fiscalyear_51,6948,__export__.res_partner_3956,,,
1657,,__export__.account_fiscalyear_51,10/21/2008,__export__.account_fiscalyear_52,6948,__export__.res_partner_3956,,,
1658,,__export__.account_fiscalyear_55,4/11/2012,__export__.account_fiscalyear_56,4618,__export__.res_partner_3939,,,
1659,,__export__.account_fiscalyear_56,10/8/2013,__export__.account_fiscalyear_57,4618,__export__.res_partner_3939,,,
1660,,__export__.account_fiscalyear_52,10/31/2009,__export__.account_fiscalyear_53,6948,__export__.res_partner_3956,,,
1661,,__export__.account_fiscalyear_53,9/25/2010,__export__.account_fiscalyear_54,6948,__export__.res_partner_3956,,,
1662,,__export__.account_fiscalyear_54,6/13/2012,__export__.account_fiscalyear_56,6948,__export__.res_partner_3956,,,
1663,,__export__.account_fiscalyear_56,9/26/2013,__export__.account_fiscalyear_57,6948,__export__.res_partner_3956,,,
1664,,__export__.account_fiscalyear_55,5/25/2013,__export__.account_fiscalyear_57,6974,__export__.res_partner_2254,,,
1665,,__export__.account_fiscalyear_56,10/10/2013,__export__.account_fiscalyear_57,6974,__export__.res_partner_2254,,,
1666,,__export__.account_fiscalyear_55,1/19/2013,__export__.account_fiscalyear_56,6954,__export__.res_partner_2137,,,
1667,,__export__.account_fiscalyear_56,8/31/2013,__export__.account_fiscalyear_57,6954,__export__.res_partner_2137,,,
1668,,__export__.account_fiscalyear_55,3/19/2012,__export__.account_fiscalyear_55,6978,__export__.res_partner_6476,,,
1669,,__export__.account_fiscalyear_55,6/13/2013,__export__.account_fiscalyear_57,6980,__export__.res_partner_639,,,
1670,,__export__.account_fiscalyear_56,10/15/2013,__export__.account_fiscalyear_57,6980,__export__.res_partner_639,,,
1671,,__export__.account_fiscalyear_54,3/26/2012,__export__.account_fiscalyear_55,6984,__export__.res_partner_2641,,,
1672,,__export__.account_fiscalyear_55,1/16/2013,__export__.account_fiscalyear_56,6984,__export__.res_partner_2641,,,
1673,,__export__.account_fiscalyear_56,7/8/2013,__export__.account_fiscalyear_57,6984,__export__.res_partner_2641,,,
1674,,__export__.account_fiscalyear_55,6/15/2012,__export__.account_fiscalyear_56,6989,__export__.res_partner_7893,,,
1675,,__export__.account_fiscalyear_56,5/20/2013,__export__.account_fiscalyear_57,6989,__export__.res_partner_7893,,,
1676,,__export__.account_fiscalyear_54,6/26/2012,__export__.account_fiscalyear_56,6997,__export__.res_partner_1666,,,
1677,,__export__.account_fiscalyear_55,6/27/2012,__export__.account_fiscalyear_56,6997,__export__.res_partner_1666,,,
1678,,__export__.account_fiscalyear_56,10/5/2013,__export__.account_fiscalyear_57,6997,__export__.res_partner_1666,,,
1679,,__export__.account_fiscalyear_55,12/6/2012,__export__.account_fiscalyear_56,5755,__export__.res_partner_3751,,,
1680,,__export__.account_fiscalyear_56,12/9/2013,__export__.account_fiscalyear_57,5755,__export__.res_partner_3751,,,
1681,,__export__.account_fiscalyear_54,7/12/2011,__export__.account_fiscalyear_55,5886,__export__.res_partner_3845,,,
1682,,__export__.account_fiscalyear_55,11/1/2012,__export__.account_fiscalyear_56,5886,__export__.res_partner_3845,,,
1683,,__export__.account_fiscalyear_56,5/22/2013,__export__.account_fiscalyear_57,5886,__export__.res_partner_3845,,,
1684,,__export__.account_fiscalyear_54,2/14/2012,__export__.account_fiscalyear_55,893,__export__.res_partner_2643,,,
1685,,__export__.account_fiscalyear_55,5/10/2012,__export__.account_fiscalyear_56,6091,__export__.res_partner_6451,,,
1686,,__export__.account_fiscalyear_55,3/22/2013,__export__.account_fiscalyear_56,893,__export__.res_partner_2643,,,
1687,,__export__.account_fiscalyear_56,4/26/2013,__export__.account_fiscalyear_57,6091,__export__.res_partner_6451,,,
1688,,__export__.account_fiscalyear_55,11/21/2012,__export__.account_fiscalyear_56,6972,__export__.res_partner_5726,,,
1689,,__export__.account_fiscalyear_55,4/9/2013,__export__.account_fiscalyear_57,6181,__export__.res_partner_6557,,,
1690,,__export__.account_fiscalyear_55,10/18/2012,__export__.account_fiscalyear_56,6100,__export__.res_partner_4351,,,
1691,,__export__.account_fiscalyear_56,9/10/2013,__export__.account_fiscalyear_57,6100,__export__.res_partner_4351,,,
1692,,__export__.account_fiscalyear_57,5/2/2014,__export__.account_fiscalyear_58,6181,__export__.res_partner_6557,,,
1693,,__export__.account_fiscalyear_55,5/31/2012,__export__.account_fiscalyear_56,7008,__export__.res_partner_4834,,,
1694,,__export__.account_fiscalyear_56,12/9/2013,__export__.account_fiscalyear_57,7008,__export__.res_partner_4834,,,
1695,,__export__.account_fiscalyear_55,6/7/2012,__export__.account_fiscalyear_56,7013,__export__.res_partner_5318,,,
1696,,__export__.account_fiscalyear_56,5/31/2013,__export__.account_fiscalyear_57,7013,__export__.res_partner_5318,,,
1697,,__export__.account_fiscalyear_54,6/7/2012,__export__.account_fiscalyear_56,7020,__export__.res_partner_6693,,,
1698,,__export__.account_fiscalyear_55,3/23/2013,__export__.account_fiscalyear_56,7020,__export__.res_partner_6693,,,
1699,,__export__.account_fiscalyear_56,11/20/2013,__export__.account_fiscalyear_57,7020,__export__.res_partner_6693,,,
1700,,__export__.account_fiscalyear_55,12/21/2012,__export__.account_fiscalyear_56,6167,__export__.res_partner_5894,,,
1701,,__export__.account_fiscalyear_56,11/20/2013,__export__.account_fiscalyear_57,6167,__export__.res_partner_5894,,,
1702,,__export__.account_fiscalyear_56,2/7/2014,__export__.account_fiscalyear_57,6252,__export__.res_partner_4860,,,
1703,,__export__.account_fiscalyear_55,12/21/2012,__export__.account_fiscalyear_56,6254,__export__.res_partner_3053,,,
1704,,__export__.account_fiscalyear_56,7/19/2013,__export__.account_fiscalyear_57,6254,__export__.res_partner_3053,,,
1705,,__export__.account_fiscalyear_55,7/9/2012,__export__.account_fiscalyear_56,7033,__export__.res_partner_6720,,,
1706,,__export__.account_fiscalyear_56,6/19/2013,__export__.account_fiscalyear_57,7033,__export__.res_partner_6720,,,
1707,,__export__.account_fiscalyear_55,12/21/2012,__export__.account_fiscalyear_56,6262,__export__.res_partner_729,,,
1708,,__export__.account_fiscalyear_56,10/22/2013,__export__.account_fiscalyear_57,6262,__export__.res_partner_729,,,
1709,,__export__.account_fiscalyear_426,3/31/1995,__export__.account_fiscalyear_430,6279,__export__.res_partner_7383,,,
1710,1991-1993,,3/30/1995,__export__.account_fiscalyear_430,6279,__export__.res_partner_7383,,,
1711,,__export__.account_fiscalyear_56,7/29/2013,__export__.account_fiscalyear_57,6279,__export__.res_partner_7383,,,
1712,,__export__.account_fiscalyear_40,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1713,,__export__.account_fiscalyear_41,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1714,,__export__.account_fiscalyear_42,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1715,,__export__.account_fiscalyear_43,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1716,,__export__.account_fiscalyear_44,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1717,,__export__.account_fiscalyear_45,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1718,,__export__.account_fiscalyear_51,10/15/2009,__export__.account_fiscalyear_53,6280,__export__.res_partner_5935,,,
1719,,__export__.account_fiscalyear_52,10/15/2009,__export__.account_fiscalyear_53,6280,__export__.res_partner_5935,,,
1720,,__export__.account_fiscalyear_46,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1721,,__export__.account_fiscalyear_47,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1722,,__export__.account_fiscalyear_48,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1723,,__export__.account_fiscalyear_49,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1724,,__export__.account_fiscalyear_50,11/20/2009,__export__.account_fiscalyear_53,6280,__export__.res_partner_5935,,,
1725,,__export__.account_fiscalyear_50,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1726,,__export__.account_fiscalyear_53,5/6/2010,__export__.account_fiscalyear_54,6280,__export__.res_partner_5935,,,
1727,,__export__.account_fiscalyear_51,6/26/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1728,,__export__.account_fiscalyear_54,5/25/2012,__export__.account_fiscalyear_56,6280,__export__.res_partner_5935,,,
1729,,__export__.account_fiscalyear_55,10/10/2013,__export__.account_fiscalyear_57,7036,__export__.res_partner_2463,,,
1730,,__export__.account_fiscalyear_55,5/25/2012,__export__.account_fiscalyear_56,6280,__export__.res_partner_5935,,,
1731,,__export__.account_fiscalyear_56,10/10/2013,__export__.account_fiscalyear_57,6280,__export__.res_partner_5935,,,
1732,,__export__.account_fiscalyear_53,9/13/2010,__export__.account_fiscalyear_54,6282,__export__.res_partner_1465,,,
1733,,__export__.account_fiscalyear_54,12/6/2011,__export__.account_fiscalyear_55,6282,__export__.res_partner_1465,,,
1734,,__export__.account_fiscalyear_55,12/7/2012,__export__.account_fiscalyear_56,6282,__export__.res_partner_1465,,,
1735,,__export__.account_fiscalyear_56,11/28/2013,__export__.account_fiscalyear_57,6282,__export__.res_partner_1465,,,
1736,,__export__.account_fiscalyear_56,10/18/2013,__export__.account_fiscalyear_57,6284,__export__.res_partner_4319,,,
1737,,__export__.account_fiscalyear_55,1/19/2013,__export__.account_fiscalyear_56,7052,__export__.res_partner_5845,,,
1738,,__export__.account_fiscalyear_56,10/24/2013,__export__.account_fiscalyear_57,7052,__export__.res_partner_5845,,,
1739,,__export__.account_fiscalyear_50,11/20/2007,__export__.account_fiscalyear_51,6323,__export__.res_partner_8243,,,
1740,,__export__.account_fiscalyear_55,10/3/2012,__export__.account_fiscalyear_56,6323,__export__.res_partner_8243,,,
1741,,__export__.account_fiscalyear_50,2/26/2008,__export__.account_fiscalyear_51,7060,__export__.res_partner_5092,,,
1742,,__export__.account_fiscalyear_54,6/15/2012,__export__.account_fiscalyear_56,7060,__export__.res_partner_5092,,,
1743,,__export__.account_fiscalyear_55,6/4/2013,__export__.account_fiscalyear_57,6330,__export__.res_partner_1237,,,
1744,,__export__.account_fiscalyear_55,6/15/2012,__export__.account_fiscalyear_56,7060,__export__.res_partner_5092,,,
1745,,__export__.account_fiscalyear_56,10/4/2013,__export__.account_fiscalyear_57,6330,__export__.res_partner_1237,,,
1746,,__export__.account_fiscalyear_56,5/31/2013,__export__.account_fiscalyear_57,7060,__export__.res_partner_5092,,,
1747,,__export__.account_fiscalyear_55,4/27/2012,__export__.account_fiscalyear_56,7091,__export__.res_partner_1991,,,
1748,,__export__.account_fiscalyear_56,6/13/2013,__export__.account_fiscalyear_57,7091,__export__.res_partner_1991,,,
1749,,__export__.account_fiscalyear_55,8/17/2012,__export__.account_fiscalyear_56,7106,__export__.res_partner_5648,,,
1750,,__export__.account_fiscalyear_55,7/27/2012,__export__.account_fiscalyear_56,7108,__export__.res_partner_1206,,,
1751,,__export__.account_fiscalyear_56,8/7/2013,__export__.account_fiscalyear_57,7108,__export__.res_partner_1206,,,
1752,,__export__.account_fiscalyear_46,12/23/2003,__export__.account_fiscalyear_47,7110,__export__.res_partner_1579,,,
1753,,__export__.account_fiscalyear_55,11/9/2012,__export__.account_fiscalyear_56,6332,__export__.res_partner_2446,,,
1754,,__export__.account_fiscalyear_56,10/5/2013,__export__.account_fiscalyear_57,6332,__export__.res_partner_2446,,,
1755,,__export__.account_fiscalyear_50,8/17/2007,__export__.account_fiscalyear_51,7110,__export__.res_partner_1579,,,
1756,,__export__.account_fiscalyear_44,7/7/2003,__export__.account_fiscalyear_47,6333,__export__.res_partner_3598,,,
1757,,__export__.account_fiscalyear_45,7/7/2003,__export__.account_fiscalyear_47,6333,__export__.res_partner_3598,,,
1758,,__export__.account_fiscalyear_52,10/27/2009,__export__.account_fiscalyear_53,7110,__export__.res_partner_1579,,,
1759,,__export__.account_fiscalyear_55,1/15/2013,__export__.account_fiscalyear_56,7117,__export__.res_partner_4386,,,
1760,,__export__.account_fiscalyear_55,7/19/2012,__export__.account_fiscalyear_56,6333,__export__.res_partner_3598,,,
1761,,__export__.account_fiscalyear_56,10/19/2013,__export__.account_fiscalyear_57,7117,__export__.res_partner_4386,,,
1762,,__export__.account_fiscalyear_56,11/1/2013,__export__.account_fiscalyear_57,6333,__export__.res_partner_3598,,,
1763,,__export__.account_fiscalyear_55,2/6/2013,__export__.account_fiscalyear_56,7185,__export__.res_partner_346,,,
1764,,__export__.account_fiscalyear_55,5/31/2012,__export__.account_fiscalyear_56,7210,__export__.res_partner_1343,,,
1765,,__export__.account_fiscalyear_56,6/7/2013,__export__.account_fiscalyear_57,7210,__export__.res_partner_1343,,,
1766,,__export__.account_fiscalyear_55,11/9/2012,__export__.account_fiscalyear_56,6383,__export__.res_partner_3341,,,
1767,,__export__.account_fiscalyear_56,9/23/2013,__export__.account_fiscalyear_57,6383,__export__.res_partner_3341,,,
1768,,__export__.account_fiscalyear_55,6/28/2012,__export__.account_fiscalyear_56,7212,__export__.res_partner_2461,,,
1769,,__export__.account_fiscalyear_56,5/31/2013,__export__.account_fiscalyear_57,7212,__export__.res_partner_2461,,,
1770,,__export__.account_fiscalyear_55,5/17/2012,__export__.account_fiscalyear_56,7217,__export__.res_partner_1861,,,
1771,,__export__.account_fiscalyear_56,12/17/2013,__export__.account_fiscalyear_57,7217,__export__.res_partner_1861,,,
1772,,__export__.account_fiscalyear_55,3/28/2014,__export__.account_fiscalyear_57,7219,__export__.res_partner_1630,,,
1773,,__export__.account_fiscalyear_56,3/28/2014,__export__.account_fiscalyear_57,7219,__export__.res_partner_1630,,,
1774,,__export__.account_fiscalyear_55,7/17/2012,__export__.account_fiscalyear_56,7220,__export__.res_partner_93,,,
1775,,__export__.account_fiscalyear_56,7/9/2013,__export__.account_fiscalyear_57,7220,__export__.res_partner_93,,,
1776,,__export__.account_fiscalyear_55,6/21/2012,__export__.account_fiscalyear_56,7221,__export__.res_partner_5405,,,
1777,,__export__.account_fiscalyear_56,5/9/2013,__export__.account_fiscalyear_57,7221,__export__.res_partner_5405,,,
1778,,__export__.account_fiscalyear_55,11/9/2012,__export__.account_fiscalyear_56,6398,__export__.res_partner_4557,,,
1779,,__export__.account_fiscalyear_56,10/8/2013,__export__.account_fiscalyear_57,6398,__export__.res_partner_4557,,,
1780,,__export__.account_fiscalyear_52,12/4/2009,__export__.account_fiscalyear_53,6411,__export__.res_partner_5763,,,
1781,,__export__.account_fiscalyear_55,6/13/2012,__export__.account_fiscalyear_56,7229,__export__.res_partner_4595,,,
1782,,__export__.account_fiscalyear_56,6/13/2013,__export__.account_fiscalyear_57,7229,__export__.res_partner_4595,,,
1783,,__export__.account_fiscalyear_55,4/27/2012,__export__.account_fiscalyear_56,7238,__export__.res_partner_68,,,
1784,,__export__.account_fiscalyear_56,5/21/2013,__export__.account_fiscalyear_57,7238,__export__.res_partner_68,,,
1785,,__export__.account_fiscalyear_55,1/23/2013,__export__.account_fiscalyear_56,7239,__export__.res_partner_5048,,,
1786,,__export__.account_fiscalyear_56,11/20/2013,__export__.account_fiscalyear_57,7239,__export__.res_partner_5048,,,
1787,,__export__.account_fiscalyear_55,1/29/2013,__export__.account_fiscalyear_56,7240,__export__.res_partner_4886,,,
1788,,__export__.account_fiscalyear_56,11/20/2013,__export__.account_fiscalyear_57,7240,__export__.res_partner_4886,,,
1789,,__export__.account_fiscalyear_54,2/10/2012,__export__.account_fiscalyear_55,7245,__export__.res_partner_3451,,,
1790,,__export__.account_fiscalyear_55,1/4/2013,__export__.account_fiscalyear_56,7245,__export__.res_partner_3451,,,
1791,,__export__.account_fiscalyear_55,6/15/2012,__export__.account_fiscalyear_56,7273,__export__.res_partner_7068,,,
1792,,__export__.account_fiscalyear_56,6/10/2013,__export__.account_fiscalyear_57,7273,__export__.res_partner_7068,,,
1793,,__export__.account_fiscalyear_52,1/4/2010,__export__.account_fiscalyear_53,7274,__export__.res_partner_7446,,,
1794,,__export__.account_fiscalyear_55,3/23/2013,__export__.account_fiscalyear_56,7275,__export__.res_partner_726,,,
1795,,__export__.account_fiscalyear_56,11/19/2013,__export__.account_fiscalyear_57,7275,__export__.res_partner_726,,,
1796,,__export__.account_fiscalyear_51,12/4/2009,__export__.account_fiscalyear_53,6411,__export__.res_partner_5763,,,
1797,,__export__.account_fiscalyear_54,6/24/2011,__export__.account_fiscalyear_55,6411,__export__.res_partner_5763,,,
1798,,__export__.account_fiscalyear_55,3/18/2013,__export__.account_fiscalyear_56,6411,__export__.res_partner_5763,,,
1799,,__export__.account_fiscalyear_56,9/20/2013,__export__.account_fiscalyear_57,6411,__export__.res_partner_5763,,,
1800,,__export__.account_fiscalyear_55,6/7/2012,__export__.account_fiscalyear_56,7322,__export__.res_partner_4998,,,
1801,,__export__.account_fiscalyear_56,5/24/2013,__export__.account_fiscalyear_57,7322,__export__.res_partner_4998,,,
1802,,__export__.account_fiscalyear_51,6/6/2009,__export__.account_fiscalyear_53,6412,__export__.res_partner_7141,,,
1803,,__export__.account_fiscalyear_52,6/6/2009,__export__.account_fiscalyear_53,6412,__export__.res_partner_7141,,,
1804,,__export__.account_fiscalyear_55,7/5/2012,__export__.account_fiscalyear_56,7344,__export__.res_partner_1463,,,
1805,,__export__.account_fiscalyear_56,12/6/2013,__export__.account_fiscalyear_57,7344,__export__.res_partner_1463,,,
1806,,__export__.account_fiscalyear_54,2/17/2012,__export__.account_fiscalyear_55,7348,__export__.res_partner_3720,,,
1807,,__export__.account_fiscalyear_55,6/21/2012,__export__.account_fiscalyear_56,7348,__export__.res_partner_3720,,,
1808,,__export__.account_fiscalyear_54,4/6/2011,__export__.account_fiscalyear_55,6414,__export__.res_partner_4001,,,
1809,,__export__.account_fiscalyear_56,11/19/2013,__export__.account_fiscalyear_57,7348,__export__.res_partner_3720,,,
1810,,__export__.account_fiscalyear_55,6/21/2012,__export__.account_fiscalyear_56,6414,__export__.res_partner_4001,,,
1811,,__export__.account_fiscalyear_55,5/31/2012,__export__.account_fiscalyear_56,7349,__export__.res_partner_549,,,
1812,,__export__.account_fiscalyear_56,7/20/2013,__export__.account_fiscalyear_57,7349,__export__.res_partner_549,,,
1813,,__export__.account_fiscalyear_55,6/7/2012,__export__.account_fiscalyear_56,7351,__export__.res_partner_3128,,,
1814,,__export__.account_fiscalyear_55,10/3/2012,__export__.account_fiscalyear_56,6416,__export__.res_partner_4773,,,
1815,,__export__.account_fiscalyear_56,9/7/2013,__export__.account_fiscalyear_57,6416,__export__.res_partner_4773,,,
1816,,__export__.account_fiscalyear_56,9/12/2013,__export__.account_fiscalyear_57,7351,__export__.res_partner_3128,,,
1817,,__export__.account_fiscalyear_55,6/21/2012,__export__.account_fiscalyear_56,7362,__export__.res_partner_8128,,,
1818,,__export__.account_fiscalyear_56,7/19/2013,__export__.account_fiscalyear_57,7362,__export__.res_partner_8128,,,
1819,,__export__.account_fiscalyear_55,3/7/2013,__export__.account_fiscalyear_56,7370,__export__.res_partner_4156,,,
1820,,__export__.account_fiscalyear_56,8/20/2013,__export__.account_fiscalyear_57,7370,__export__.res_partner_4156,,,
1821,,__export__.account_fiscalyear_55,7/21/2012,__export__.account_fiscalyear_56,6436,__export__.res_partner_5623,,,
1822,,__export__.account_fiscalyear_56,9/27/2013,__export__.account_fiscalyear_57,6436,__export__.res_partner_5623,,,
1823,,__export__.account_fiscalyear_54,9/16/2011,__export__.account_fiscalyear_55,7377,__export__.res_partner_6674,,,
1824,,__export__.account_fiscalyear_55,2/6/2013,__export__.account_fiscalyear_56,7377,__export__.res_partner_6674,,,
1825,,__export__.account_fiscalyear_56,11/28/2013,__export__.account_fiscalyear_57,7377,__export__.res_partner_6674,,,
1826,,__export__.account_fiscalyear_55,2/19/2013,__export__.account_fiscalyear_56,7381,__export__.res_partner_748,,,
1827,,__export__.account_fiscalyear_56,11/9/2013,__export__.account_fiscalyear_57,7381,__export__.res_partner_748,,,
1828,,__export__.account_fiscalyear_55,7/21/2012,__export__.account_fiscalyear_56,6441,__export__.res_partner_6586,,,
1829,,__export__.account_fiscalyear_56,9/27/2013,__export__.account_fiscalyear_57,6441,__export__.res_partner_6586,,,
1830,,__export__.account_fiscalyear_56,12/2/2013,__export__.account_fiscalyear_57,7409,__export__.res_partner_6035,,,
1831,1986-1991,,3/29/1995,__export__.account_fiscalyear_430,6464,__export__.res_partner_3285,,,
1832,1991-1993,,3/30/1995,__export__.account_fiscalyear_430,6464,__export__.res_partner_3285,,,
1833,,__export__.account_fiscalyear_56,6/25/2013,__export__.account_fiscalyear_57,7411,__export__.res_partner_6307,,,
1834,,__export__.account_fiscalyear_54,12/29/2012,__export__.account_fiscalyear_56,7412,__export__.res_partner_6373,,,
1835,,__export__.account_fiscalyear_55,5/4/2012,__export__.account_fiscalyear_56,6464,__export__.res_partner_3285,,,
1836,,__export__.account_fiscalyear_55,11/1/2012,__export__.account_fiscalyear_56,7416,__export__.res_partner_3711,,,
1837,,__export__.account_fiscalyear_56,12/18/2013,__export__.account_fiscalyear_57,6464,__export__.res_partner_3285,,,
1838,,__export__.account_fiscalyear_56,7/17/2013,__export__.account_fiscalyear_57,7416,__export__.res_partner_3711,,,
1839,,__export__.account_fiscalyear_53,12/19/2013,__export__.account_fiscalyear_57,7420,__export__.res_partner_4578,,,
1840,,__export__.account_fiscalyear_55,5/31/2012,__export__.account_fiscalyear_56,7421,__export__.res_partner_5171,,,
1841,,__export__.account_fiscalyear_56,5/20/2013,__export__.account_fiscalyear_57,7421,__export__.res_partner_5171,,,
1842,,__export__.account_fiscalyear_55,5/31/2012,__export__.account_fiscalyear_56,7422,__export__.res_partner_4427,,,
1843,,__export__.account_fiscalyear_56,5/30/2013,__export__.account_fiscalyear_57,7422,__export__.res_partner_4427,,,
1844,,__export__.account_fiscalyear_56,2/28/2014,__export__.account_fiscalyear_57,7425,__export__.res_partner_2082,,,
1845,,__export__.account_fiscalyear_55,2/14/2013,__export__.account_fiscalyear_56,7427,__export__.res_partner_6325,,,
