master_id,temp_acc_year,acc_year/id,date_from,assess_year/id,name,wakf_id/id,line_1,line_2,line_3
1,,__export__.account_fiscalyear_55,10/4/2012,__export__.account_fiscalyear_56,817,__export__.res_partner_3205,,,
2,,__export__.account_fiscalyear_56,7/29/2013,__export__.account_fiscalyear_57,817,__export__.res_partner_3205,,,
3,,__export__.account_fiscalyear_55,10/25/2013,__export__.account_fiscalyear_57,818,__export__.res_partner_7825,,,
4,,__export__.account_fiscalyear_56,10/25/2013,__export__.account_fiscalyear_57,818,__export__.res_partner_7825,,,
5,,__export__.account_fiscalyear_54,12/24/2011,__export__.account_fiscalyear_55,819,__export__.res_partner_380,,,
6,,__export__.account_fiscalyear_55,7/30/2012,__export__.account_fiscalyear_56,819,__export__.res_partner_380,,,
7,,__export__.account_fiscalyear_56,7/9/2013,__export__.account_fiscalyear_57,819,__export__.res_partner_380,,,
8,,__export__.account_fiscalyear_50,6/5/2007,__export__.account_fiscalyear_51,824,__export__.res_partner_5067,,,
9,,__export__.account_fiscalyear_51,6/3/2008,__export__.account_fiscalyear_52,824,__export__.res_partner_5067,,,
10,,__export__.account_fiscalyear_55,9/18/2012,__export__.account_fiscalyear_56,824,__export__.res_partner_5067,,,
11,,__export__.account_fiscalyear_56,4/20/2013,__export__.account_fiscalyear_57,824,__export__.res_partner_5067,,,
12,,__export__.account_fiscalyear_55,2/15/2013,__export__.account_fiscalyear_56,831,__export__.res_partner_5301,,,
13,,__export__.account_fiscalyear_56,7/5/2013,__export__.account_fiscalyear_57,831,__export__.res_partner_5301,,,
14,,__export__.account_fiscalyear_55,11/6/2012,__export__.account_fiscalyear_56,836,__export__.res_partner_424,,,
15,,__export__.account_fiscalyear_56,7/4/2013,__export__.account_fiscalyear_57,836,__export__.res_partner_424,,,
16,,__export__.account_fiscalyear_55,7/30/2012,__export__.account_fiscalyear_56,628,__export__.res_partner_6707,,,
17,,__export__.account_fiscalyear_55,6/7/2012,__export__.account_fiscalyear_56,838,__export__.res_partner_2548,,,
18,,__export__.account_fiscalyear_56,6/19/2013,__export__.account_fiscalyear_57,838,__export__.res_partner_2548,,,
19,,__export__.account_fiscalyear_55,5/25/2012,__export__.account_fiscalyear_56,839,__export__.res_partner_6479,,,
20,,__export__.account_fiscalyear_56,8/14/2013,__export__.account_fiscalyear_57,839,__export__.res_partner_6479,,,
21,,__export__.account_fiscalyear_55,2/15/2013,__export__.account_fiscalyear_56,840,__export__.res_partner_805,,,
22,,__export__.account_fiscalyear_56,11/15/2013,__export__.account_fiscalyear_57,840,__export__.res_partner_805,,,
23,,__export__.account_fiscalyear_55,8/3/2012,__export__.account_fiscalyear_56,654,__export__.res_partner_5347,,,
25,,__export__.account_fiscalyear_56,6/26/2013,__export__.account_fiscalyear_57,654,__export__.res_partner_5347,,,
26,,__export__.account_fiscalyear_54,8/20/2011,__export__.account_fiscalyear_55,841,__export__.res_partner_8347,,,
27,,__export__.account_fiscalyear_55,6/29/2012,__export__.account_fiscalyear_56,841,__export__.res_partner_8347,,,
28,,__export__.account_fiscalyear_56,11/21/2013,__export__.account_fiscalyear_57,841,__export__.res_partner_8347,,,
29,,__export__.account_fiscalyear_55,9/18/2012,__export__.account_fiscalyear_56,842,__export__.res_partner_2853,,,
30,,__export__.account_fiscalyear_56,5/31/2013,__export__.account_fiscalyear_57,842,__export__.res_partner_2853,,,
31,,__export__.account_fiscalyear_55,2/15/2013,__export__.account_fiscalyear_56,708,__export__.res_partner_1190,,,
32,,__export__.account_fiscalyear_56,7/5/2013,__export__.account_fiscalyear_57,708,__export__.res_partner_1190,,,
33,,__export__.account_fiscalyear_54,12/24/2011,__export__.account_fiscalyear_55,844,__export__.res_partner_5903,,,
34,,__export__.account_fiscalyear_54,2/21/2012,__export__.account_fiscalyear_55,709,__export__.res_partner_2456,,,
35,,__export__.account_fiscalyear_55,11/16/2013,__export__.account_fiscalyear_57,709,__export__.res_partner_2456,,,
36,,__export__.account_fiscalyear_56,11/16/2013,__export__.account_fiscalyear_57,709,__export__.res_partner_2456,,,
37,,__export__.account_fiscalyear_53,2/4/2013,__export__.account_fiscalyear_56,710,__export__.res_partner_5920,,,
38,,__export__.account_fiscalyear_54,2/4/2013,__export__.account_fiscalyear_56,710,__export__.res_partner_5920,,,
39,,__export__.account_fiscalyear_55,2/4/2013,__export__.account_fiscalyear_56,710,__export__.res_partner_5920,,,
40,,__export__.account_fiscalyear_56,4/23/2013,__export__.account_fiscalyear_57,710,__export__.res_partner_5920,,,
41,,__export__.account_fiscalyear_55,6/29/2012,__export__.account_fiscalyear_56,845,__export__.res_partner_6827,,,
42,,__export__.account_fiscalyear_56,6/22/2013,__export__.account_fiscalyear_57,845,__export__.res_partner_6827,,,
43,,__export__.account_fiscalyear_55,11/21/2012,__export__.account_fiscalyear_56,846,__export__.res_partner_7715,,,
44,,__export__.account_fiscalyear_56,10/21/2013,__export__.account_fiscalyear_57,846,__export__.res_partner_7715,,,
45,,__export__.account_fiscalyear_55,6/11/2012,__export__.account_fiscalyear_56,847,__export__.res_partner_125,,,
46,,__export__.account_fiscalyear_56,8/3/2013,__export__.account_fiscalyear_57,847,__export__.res_partner_125,,,
47,,__export__.account_fiscalyear_48,10/5/2005,__export__.account_fiscalyear_49,682,__export__.res_partner_6676,,,
48,,__export__.account_fiscalyear_55,1/29/2013,__export__.account_fiscalyear_56,848,__export__.res_partner_1836,,,
49,,__export__.account_fiscalyear_56,7/16/2013,__export__.account_fiscalyear_57,848,__export__.res_partner_1836,,,
50,,__export__.account_fiscalyear_55,7/23/2012,__export__.account_fiscalyear_56,713,__export__.res_partner_7244,,,
51,,__export__.account_fiscalyear_56,8/31/2013,__export__.account_fiscalyear_57,852,__export__.res_partner_6840,,,
52,,__export__.account_fiscalyear_55,11/30/2012,__export__.account_fiscalyear_56,853,__export__.res_partner_4216,,,
53,,__export__.account_fiscalyear_56,8/20/2013,__export__.account_fiscalyear_57,853,__export__.res_partner_4216,,,
54,,__export__.account_fiscalyear_55,7/26/2013,__export__.account_fiscalyear_57,854,__export__.res_partner_6616,,,
55,,__export__.account_fiscalyear_56,12/31/2013,__export__.account_fiscalyear_57,854,__export__.res_partner_6616,,,
56,,__export__.account_fiscalyear_53,7/25/2012,__export__.account_fiscalyear_56,716,__export__.res_partner_4824,,,
57,,__export__.account_fiscalyear_55,7/20/2012,__export__.account_fiscalyear_56,716,__export__.res_partner_4824,,,
58,,__export__.account_fiscalyear_55,7/26/2012,__export__.account_fiscalyear_56,860,__export__.res_partner_5817,,,
59,,__export__.account_fiscalyear_56,4/16/2013,__export__.account_fiscalyear_57,860,__export__.res_partner_5817,,,
60,,__export__.account_fiscalyear_56,6/11/2013,__export__.account_fiscalyear_57,716,__export__.res_partner_4824,,,
61,,__export__.account_fiscalyear_55,6/5/2013,__export__.account_fiscalyear_57,861,__export__.res_partner_7934,,,
62,,__export__.account_fiscalyear_56,6/5/2013,__export__.account_fiscalyear_57,861,__export__.res_partner_7934,,,
63,,__export__.account_fiscalyear_55,9/10/2012,__export__.account_fiscalyear_56,717,__export__.res_partner_1490,,,
64,,__export__.account_fiscalyear_55,6/6/2012,__export__.account_fiscalyear_56,718,__export__.res_partner_7647,,,
65,,__export__.account_fiscalyear_56,7/15/2013,__export__.account_fiscalyear_57,718,__export__.res_partner_7647,,,
66,,__export__.account_fiscalyear_55,5/25/2012,__export__.account_fiscalyear_56,863,__export__.res_partner_6575,,,
67,,__export__.account_fiscalyear_53,4/10/2012,__export__.account_fiscalyear_56,719,__export__.res_partner_3559,,,
68,,__export__.account_fiscalyear_54,4/27/2012,__export__.account_fiscalyear_56,719,__export__.res_partner_3559,,,
69,,__export__.account_fiscalyear_55,7/6/2012,__export__.account_fiscalyear_56,719,__export__.res_partner_3559,,,
70,,__export__.account_fiscalyear_56,9/27/2012,__export__.account_fiscalyear_56,869,__export__.res_partner_5028,,,
71,,__export__.account_fiscalyear_56,4/23/2013,__export__.account_fiscalyear_57,719,__export__.res_partner_3559,,,
72,,__export__.account_fiscalyear_55,10/1/2012,__export__.account_fiscalyear_56,873,__export__.res_partner_2305,,,
73,,__export__.account_fiscalyear_56,6/13/2013,__export__.account_fiscalyear_57,873,__export__.res_partner_2305,,,
74,,__export__.account_fiscalyear_55,6/21/2012,__export__.account_fiscalyear_56,874,__export__.res_partner_8215,,,
75,,__export__.account_fiscalyear_56,11/26/2013,__export__.account_fiscalyear_57,874,__export__.res_partner_8215,,,
76,,__export__.account_fiscalyear_55,8/14/2012,__export__.account_fiscalyear_56,722,__export__.res_partner_7987,,,
77,,__export__.account_fiscalyear_56,6/27/2013,__export__.account_fiscalyear_57,722,__export__.res_partner_7987,,,
78,,__export__.account_fiscalyear_55,11/19/2012,__export__.account_fiscalyear_56,875,__export__.res_partner_304,,,
79,,__export__.account_fiscalyear_56,10/21/2013,__export__.account_fiscalyear_57,875,__export__.res_partner_304,,,
80,,__export__.account_fiscalyear_55,1/23/2013,__export__.account_fiscalyear_56,876,__export__.res_partner_6906,,,
81,,__export__.account_fiscalyear_56,10/30/2013,__export__.account_fiscalyear_57,876,__export__.res_partner_6906,,,
82,,__export__.account_fiscalyear_48,8/22/2006,__export__.account_fiscalyear_50,876,__export__.res_partner_6906,,,
83,,__export__.account_fiscalyear_51,3/19/2009,__export__.account_fiscalyear_52,627,__export__.res_partner_1339,,,
84,,__export__.account_fiscalyear_55,5/15/2012,__export__.account_fiscalyear_56,880,__export__.res_partner_281,,,
85,,__export__.account_fiscalyear_55,6/28/2013,__export__.account_fiscalyear_57,883,__export__.res_partner_6499,,,
86,,__export__.account_fiscalyear_56,6/28/2013,__export__.account_fiscalyear_57,883,__export__.res_partner_6499,,,
87,,__export__.account_fiscalyear_48,9/19/2005,__export__.account_fiscalyear_49,709,__export__.res_partner_2456,,,
88,,__export__.account_fiscalyear_47,9/22/2007,__export__.account_fiscalyear_51,709,__export__.res_partner_2456,,,
89,,__export__.account_fiscalyear_48,5/6/2006,__export__.account_fiscalyear_50,710,__export__.res_partner_5920,,,
90,,__export__.account_fiscalyear_55,4/1/2013,__export__.account_fiscalyear_57,887,__export__.res_partner_5580,,,
91,,__export__.account_fiscalyear_56,4/1/2013,__export__.account_fiscalyear_57,887,__export__.res_partner_5580,,,
92,,__export__.account_fiscalyear_50,5/3/2007,__export__.account_fiscalyear_51,710,__export__.res_partner_5920,,,
93,,__export__.account_fiscalyear_55,12/6/2012,__export__.account_fiscalyear_56,891,__export__.res_partner_2126,,,
94,,__export__.account_fiscalyear_55,12/6/2012,__export__.account_fiscalyear_56,892,__export__.res_partner_197,,,
95,,__export__.account_fiscalyear_56,7/17/2013,__export__.account_fiscalyear_57,892,__export__.res_partner_197,,,
96,,__export__.account_fiscalyear_55,9/14/2012,__export__.account_fiscalyear_56,894,__export__.res_partner_4903,,,
97,,__export__.account_fiscalyear_55,6/22/2012,__export__.account_fiscalyear_56,895,__export__.res_partner_890,,,
98,,__export__.account_fiscalyear_56,7/11/2013,__export__.account_fiscalyear_57,895,__export__.res_partner_890,,,
100,,__export__.account_fiscalyear_55,5/25/2012,__export__.account_fiscalyear_56,897,__export__.res_partner_4232,,,
101,,__export__.account_fiscalyear_54,7/27/2011,__export__.account_fiscalyear_55,847,__export__.res_partner_125,,,
102,,__export__.account_fiscalyear_54,4/1/2011,__export__.account_fiscalyear_55,863,__export__.res_partner_6575,,,
103,,__export__.account_fiscalyear_429,3/30/1995,__export__.account_fiscalyear_430,868,,,,
104,1984-1992,,3/31/1995,__export__.account_fiscalyear_430,868,,,,
105,,__export__.account_fiscalyear_428,3/30/1995,__export__.account_fiscalyear_430,896,__export__.res_partner_27,,,
106,1990-1992,,3/31/1995,__export__.account_fiscalyear_430,896,__export__.res_partner_27,,,
107,,__export__.account_fiscalyear_55,6/22/2013,__export__.account_fiscalyear_57,896,__export__.res_partner_27,,,
108,,__export__.account_fiscalyear_56,6/22/2013,__export__.account_fiscalyear_57,896,__export__.res_partner_27,,,
109,1988-1993,,3/31/1995,__export__.account_fiscalyear_430,899,__export__.res_partner_402,,,
110,,__export__.account_fiscalyear_48,4/17/2006,__export__.account_fiscalyear_50,719,__export__.res_partner_3559,,,
111,,__export__.account_fiscalyear_56,10/19/2013,__export__.account_fiscalyear_57,899,__export__.res_partner_402,,,
112,,__export__.account_fiscalyear_50,8/19/2013,__export__.account_fiscalyear_57,850,__export__.res_partner_4992,,,
113,,__export__.account_fiscalyear_51,8/19/2013,__export__.account_fiscalyear_57,850,__export__.res_partner_4992,,,
114,,__export__.account_fiscalyear_52,8/19/2013,__export__.account_fiscalyear_57,850,__export__.res_partner_4992,,,
115,,__export__.account_fiscalyear_53,8/19/2013,__export__.account_fiscalyear_57,850,__export__.res_partner_4992,,,
116,,__export__.account_fiscalyear_54,8/19/2013,__export__.account_fiscalyear_57,850,__export__.res_partner_4992,,,
117,,__export__.account_fiscalyear_55,9/22/2012,__export__.account_fiscalyear_56,850,__export__.res_partner_4992,,,
118,,__export__.account_fiscalyear_56,9/5/2013,__export__.account_fiscalyear_57,850,__export__.res_partner_4992,,,
119,,__export__.account_fiscalyear_49,2/5/2007,__export__.account_fiscalyear_50,719,__export__.res_partner_3559,,,
120,,__export__.account_fiscalyear_50,5/3/2007,__export__.account_fiscalyear_51,719,__export__.res_partner_3559,,,
121,,__export__.account_fiscalyear_428,3/30/1995,__export__.account_fiscalyear_430,850,__export__.res_partner_4992,,,
122,1984-1990,,3/31/1995,__export__.account_fiscalyear_430,850,__export__.res_partner_4992,,,
123,,__export__.account_fiscalyear_420,4/3/1995,__export__.account_fiscalyear_431,850,__export__.res_partner_4992,,,
124,,__export__.account_fiscalyear_48,8/10/2006,__export__.account_fiscalyear_50,850,__export__.res_partner_4992,,,
125,,__export__.account_fiscalyear_49,8/10/2006,__export__.account_fiscalyear_50,850,__export__.res_partner_4992,,,
126,,__export__.account_fiscalyear_41,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
127,,__export__.account_fiscalyear_42,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
128,,__export__.account_fiscalyear_43,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
129,,__export__.account_fiscalyear_44,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
130,,__export__.account_fiscalyear_45,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
131,,__export__.account_fiscalyear_46,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
132,,__export__.account_fiscalyear_47,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
133,,__export__.account_fiscalyear_48,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
134,,__export__.account_fiscalyear_49,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
135,,__export__.account_fiscalyear_50,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
136,,__export__.account_fiscalyear_51,6/7/2010,__export__.account_fiscalyear_54,723,__export__.res_partner_7635,,,
137,,__export__.account_fiscalyear_55,6/15/2012,__export__.account_fiscalyear_56,901,__export__.res_partner_4002,,,
138,,__export__.account_fiscalyear_56,12/16/2013,__export__.account_fiscalyear_57,901,__export__.res_partner_4002,,,
139,,__export__.account_fiscalyear_55,11/14/2012,__export__.account_fiscalyear_56,902,__export__.res_partner_7172,,,
140,,__export__.account_fiscalyear_56,7/16/2013,__export__.account_fiscalyear_57,902,__export__.res_partner_7172,,,
141,,__export__.account_fiscalyear_54,6/2/2011,__export__.account_fiscalyear_55,723,__export__.res_partner_7635,,,
142,,__export__.account_fiscalyear_55,6/16/2012,__export__.account_fiscalyear_56,903,__export__.res_partner_3318,,,
143,,__export__.account_fiscalyear_55,9/27/2012,__export__.account_fiscalyear_56,723,__export__.res_partner_7635,,,
144,,__export__.account_fiscalyear_56,6/27/2013,__export__.account_fiscalyear_57,723,__export__.res_partner_7635,,,
145,,__export__.account_fiscalyear_55,2/28/2013,__export__.account_fiscalyear_56,904,__export__.res_partner_2658,,,
146,,__export__.account_fiscalyear_56,7/16/2013,__export__.account_fiscalyear_57,904,__export__.res_partner_2658,,,
147,,__export__.account_fiscalyear_54,4/3/2014,__export__.account_fiscalyear_58,904,__export__.res_partner_2658,,,
148,,__export__.account_fiscalyear_56,7/30/2013,__export__.account_fiscalyear_57,905,__export__.res_partner_1336,,,
149,,__export__.account_fiscalyear_55,6/14/2012,__export__.account_fiscalyear_56,725,__export__.res_partner_5899,,,
150,,__export__.account_fiscalyear_55,10/7/2013,__export__.account_fiscalyear_57,906,__export__.res_partner_5678,,,
151,,__export__.account_fiscalyear_56,10/7/2013,__export__.account_fiscalyear_57,906,__export__.res_partner_5678,,,
152,,__export__.account_fiscalyear_56,7/27/2013,__export__.account_fiscalyear_57,725,__export__.res_partner_5899,,,
153,,__export__.account_fiscalyear_54,6/20/2013,__export__.account_fiscalyear_57,728,__export__.res_partner_1766,,,
154,,__export__.account_fiscalyear_55,6/20/2013,__export__.account_fiscalyear_57,728,__export__.res_partner_1766,,,
155,,__export__.account_fiscalyear_56,12/17/2013,__export__.account_fiscalyear_57,728,__export__.res_partner_1766,,,
156,,__export__.account_fiscalyear_54,1/9/2012,__export__.account_fiscalyear_55,909,__export__.res_partner_640,,,
157,,__export__.account_fiscalyear_55,10/3/2012,__export__.account_fiscalyear_56,911,__export__.res_partner_685,,,
158,,__export__.account_fiscalyear_55,5/23/2012,__export__.account_fiscalyear_56,913,__export__.res_partner_7609,,,
159,,__export__.account_fiscalyear_56,8/12/2013,__export__.account_fiscalyear_57,729,__export__.res_partner_7136,,,
160,,__export__.account_fiscalyear_54,5/16/2012,__export__.account_fiscalyear_56,731,__export__.res_partner_1622,,,
161,,__export__.account_fiscalyear_55,10/4/2012,__export__.account_fiscalyear_56,731,__export__.res_partner_1622,,,
162,,__export__.account_fiscalyear_56,11/20/2013,__export__.account_fiscalyear_57,731,__export__.res_partner_1622,,,
163,,__export__.account_fiscalyear_429,4/3/1995,__export__.account_fiscalyear_431,733,__export__.res_partner_4249,,,
164,,__export__.account_fiscalyear_55,4/22/2013,__export__.account_fiscalyear_57,733,__export__.res_partner_4249,,,
165,,__export__.account_fiscalyear_56,6/27/2013,__export__.account_fiscalyear_57,733,__export__.res_partner_4249,,,
166,,__export__.account_fiscalyear_54,12/27/2011,__export__.account_fiscalyear_55,912,__export__.res_partner_6962,,,
167,,__export__.account_fiscalyear_41,7/18/2000,__export__.account_fiscalyear_44,734,__export__.res_partner_6671,,,
168,,__export__.account_fiscalyear_42,7/18/2000,__export__.account_fiscalyear_44,734,__export__.res_partner_6671,,,
169,,__export__.account_fiscalyear_46,7/29/2003,__export__.account_fiscalyear_47,734,__export__.res_partner_6671,,,
170,,__export__.account_fiscalyear_55,9/26/2012,__export__.account_fiscalyear_56,912,__export__.res_partner_6962,,,
171,,__export__.account_fiscalyear_47,8/12/2004,__export__.account_fiscalyear_48,734,__export__.res_partner_6671,,,
172,,__export__.account_fiscalyear_55,5/15/2012,__export__.account_fiscalyear_56,914,__export__.res_partner_5323,,,
173,,__export__.account_fiscalyear_56,6/11/2013,__export__.account_fiscalyear_57,914,__export__.res_partner_5323,,,
174,,__export__.account_fiscalyear_55,9/10/2012,__export__.account_fiscalyear_56,734,__export__.res_partner_6671,,,
175,,__export__.account_fiscalyear_55,5/15/2012,__export__.account_fiscalyear_56,918,__export__.res_partner_5138,,,
176,,__export__.account_fiscalyear_56,6/11/2013,__export__.account_fiscalyear_57,918,__export__.res_partner_5138,,,
177,,__export__.account_fiscalyear_55,7/23/2012,__export__.account_fiscalyear_56,919,__export__.res_partner_2537,,,
178,,__export__.account_fiscalyear_56,7/19/2013,__export__.account_fiscalyear_57,919,__export__.res_partner_2537,,,
179,,__export__.account_fiscalyear_55,3/4/2013,__export__.account_fiscalyear_56,920,__export__.res_partner_2023,,,
180,,__export__.account_fiscalyear_55,10/8/2012,__export__.account_fiscalyear_56,921,__export__.res_partner_7010,,,
181,,__export__.account_fiscalyear_56,6/10/2013,__export__.account_fiscalyear_57,921,__export__.res_partner_7010,,,
182,,__export__.account_fiscalyear_55,12/12/2012,__export__.account_fiscalyear_56,735,__export__.res_partner_8458,,,
183,,__export__.account_fiscalyear_55,8/14/2012,__export__.account_fiscalyear_56,736,__export__.res_partner_636,,,
184,,__export__.account_fiscalyear_55,8/14/2012,__export__.account_fiscalyear_56,737,__export__.res_partner_1419,,,
185,,__export__.account_fiscalyear_56,11/4/2013,__export__.account_fiscalyear_57,738,__export__.res_partner_3560,,,
186,,__export__.account_fiscalyear_55,10/3/2012,__export__.account_fiscalyear_56,923,__export__.res_partner_859,,,
187,,__export__.account_fiscalyear_56,7/23/2013,__export__.account_fiscalyear_57,923,__export__.res_partner_859,,,
188,,__export__.account_fiscalyear_55,6/6/2013,__export__.account_fiscalyear_57,747,__export__.res_partner_1247,,,
189,,__export__.account_fiscalyear_56,6/6/2013,__export__.account_fiscalyear_57,747,__export__.res_partner_1247,,,
190,,__export__.account_fiscalyear_55,10/29/2012,__export__.account_fiscalyear_56,748,__export__.res_partner_2124,,,
191,,__export__.account_fiscalyear_56,3/21/2014,__export__.account_fiscalyear_57,748,__export__.res_partner_2124,,,
192,,__export__.account_fiscalyear_55,9/22/2012,__export__.account_fiscalyear_56,930,__export__.res_partner_104,,,
193,,__export__.account_fiscalyear_55,5/23/2012,__export__.account_fiscalyear_56,931,__export__.res_partner_6931,,,
194,,__export__.account_fiscalyear_56,4/16/2013,__export__.account_fiscalyear_57,931,__export__.res_partner_6931,,,
195,,__export__.account_fiscalyear_55,5/15/2012,__export__.account_fiscalyear_56,937,__export__.res_partner_5237,,,
196,,__export__.account_fiscalyear_56,5/21/2013,__export__.account_fiscalyear_57,937,__export__.res_partner_5237,,,
197,,__export__.account_fiscalyear_54,1/16/2012,__export__.account_fiscalyear_55,753,__export__.res_partner_6149,,,
198,,__export__.account_fiscalyear_55,5/23/2012,__export__.account_fiscalyear_56,941,__export__.res_partner_3408,,,
199,,__export__.account_fiscalyear_56,11/29/2013,__export__.account_fiscalyear_57,941,__export__.res_partner_3408,,,
200,,__export__.account_fiscalyear_55,9/10/2012,__export__.account_fiscalyear_56,753,__export__.res_partner_6149,,,
201,,__export__.account_fiscalyear_56,10/29/2013,__export__.account_fiscalyear_57,753,__export__.res_partner_6149,,,
205,,__export__.account_fiscalyear_55,6/7/2012,__export__.account_fiscalyear_56,950,__export__.res_partner_4014,,,
206,,__export__.account_fiscalyear_56,6/7/2013,__export__.account_fiscalyear_57,950,__export__.res_partner_4014,,,
207,,__export__.account_fiscalyear_55,6/15/2013,__export__.account_fiscalyear_57,951,__export__.res_partner_7189,,,
208,,__export__.account_fiscalyear_56,1/2/2014,__export__.account_fiscalyear_57,951,__export__.res_partner_7189,,,
209,,__export__.account_fiscalyear_48,8/25/2005,__export__.account_fiscalyear_49,756,__export__.res_partner_4225,,,
210,,__export__.account_fiscalyear_40,9/25/1997,__export__.account_fiscalyear_41,951,__export__.res_partner_7189,,,
211,,__export__.account_fiscalyear_49,7/14/2006,__export__.account_fiscalyear_50,756,__export__.res_partner_4225,,,
212,2011-2000,,5/15/2012,__export__.account_fiscalyear_56,957,__export__.res_partner_5074,,,
213,,__export__.account_fiscalyear_56,8/7/2013,__export__.account_fiscalyear_57,957,__export__.res_partner_5074,,,
214,,__export__.account_fiscalyear_55,5/25/2012,__export__.account_fiscalyear_56,958,__export__.res_partner_1824,,,
215,,__export__.account_fiscalyear_56,6/3/2013,__export__.account_fiscalyear_57,958,__export__.res_partner_1824,,,
216,,__export__.account_fiscalyear_55,6/28/2013,__export__.account_fiscalyear_57,959,__export__.res_partner_92,,,
217,,__export__.account_fiscalyear_56,11/6/2013,__export__.account_fiscalyear_57,959,__export__.res_partner_92,,,
218,,__export__.account_fiscalyear_52,8/13/2009,__export__.account_fiscalyear_53,960,__export__.res_partner_7881,,,
219,,__export__.account_fiscalyear_53,8/28/2010,__export__.account_fiscalyear_54,960,__export__.res_partner_7881,,,
220,,__export__.account_fiscalyear_55,11/3/2012,__export__.account_fiscalyear_56,960,__export__.res_partner_7881,,,
221,,__export__.account_fiscalyear_56,5/23/2013,__export__.account_fiscalyear_57,960,__export__.res_partner_7881,,,
222,1984-1989,,3/31/1995,__export__.account_fiscalyear_430,961,__export__.res_partner_7091,,,
223,,__export__.account_fiscalyear_52,7/30/2012,__export__.account_fiscalyear_56,757,__export__.res_partner_3248,,,
224,,__export__.account_fiscalyear_55,7/30/2012,__export__.account_fiscalyear_56,757,__export__.res_partner_3248,,,
225,,__export__.account_fiscalyear_55,5/23/2012,__export__.account_fiscalyear_56,962,__export__.res_partner_5890,,,
226,,__export__.account_fiscalyear_56,6/5/2013,__export__.account_fiscalyear_57,962,__export__.res_partner_5890,,,
227,,__export__.account_fiscalyear_55,5/23/2012,__export__.account_fiscalyear_56,963,__export__.res_partner_3568,,,
228,,__export__.account_fiscalyear_56,7/6/2013,__export__.account_fiscalyear_57,963,__export__.res_partner_3568,,,
229,,__export__.account_fiscalyear_55,8/17/2012,__export__.account_fiscalyear_56,966,__export__.res_partner_6465,,,
230,,__export__.account_fiscalyear_56,6/13/2013,__export__.account_fiscalyear_57,966,__export__.res_partner_6465,,,
231,,__export__.account_fiscalyear_54,6/8/2012,__export__.account_fiscalyear_56,759,__export__.res_partner_2721,,,
232,,__export__.account_fiscalyear_55,10/3/2012,__export__.account_fiscalyear_56,759,__export__.res_partner_2721,,,
233,,__export__.account_fiscalyear_56,7/12/2013,__export__.account_fiscalyear_57,759,__export__.res_partner_2721,,,
234,,__export__.account_fiscalyear_55,9/26/2012,__export__.account_fiscalyear_56,760,__export__.res_partner_5615,,,
235,,__export__.account_fiscalyear_56,5/28/2013,__export__.account_fiscalyear_57,760,__export__.res_partner_5615,,,
236,,__export__.account_fiscalyear_55,7/7/2012,__export__.account_fiscalyear_56,761,__export__.res_partner_6456,,,
237,,__export__.account_fiscalyear_56,7/19/2013,__export__.account_fiscalyear_57,761,__export__.res_partner_6456,,,
238,,__export__.account_fiscalyear_55,10/3/2013,__export__.account_fiscalyear_57,970,__export__.res_partner_2484,,,
239,,__export__.account_fiscalyear_56,10/3/2013,__export__.account_fiscalyear_57,970,__export__.res_partner_2484,,,
240,,__export__.account_fiscalyear_54,7/25/2013,__export__.account_fiscalyear_57,974,__export__.res_partner_1040,,,
241,,__export__.account_fiscalyear_55,7/31/2013,__export__.account_fiscalyear_57,974,__export__.res_partner_1040,,,
242,,__export__.account_fiscalyear_56,7/16/2013,__export__.account_fiscalyear_57,764,__export__.res_partner_1074,,,
243,,__export__.account_fiscalyear_56,9/27/2013,__export__.account_fiscalyear_57,766,__export__.res_partner_3776,,,
244,,__export__.account_fiscalyear_53,7/25/2012,__export__.account_fiscalyear_56,769,__export__.res_partner_2420,,,
245,,__export__.account_fiscalyear_54,7/25/2012,__export__.account_fiscalyear_56,769,__export__.res_partner_2420,,,
246,,__export__.account_fiscalyear_55,4/8/2013,__export__.account_fiscalyear_57,769,__export__.res_partner_2420,,,
247,,__export__.account_fiscalyear_56,7/23/2013,__export__.account_fiscalyear_57,769,__export__.res_partner_2420,,,
248,,__export__.account_fiscalyear_55,9/19/2012,__export__.account_fiscalyear_56,771,__export__.res_partner_7500,,,
249,,__export__.account_fiscalyear_49,7/14/2006,__export__.account_fiscalyear_50,772,__export__.res_partner_55,,,
250,,__export__.account_fiscalyear_428,3/30/1995,__export__.account_fiscalyear_430,976,__export__.res_partner_6455,,,
251,1986-1992,,3/31/1995,__export__.account_fiscalyear_430,976,__export__.res_partner_6455,,,
