approve,assess_year/id,cancel,cancel_date,certificate_no,certified_date,collection_charge,wakf_district/id,file_no,grand_total,rr_execute,recover_amount,requisiton_no,send,reg_no,partner_id/id
TRUE,__export__.account_fiscalyear_55,FALSE,,153/11-12,2012-01-30,673,__export__.wakf_district_9,B4-5905/RA,14134,FALSE,13461,153/11-12,FALSE,5905,__export__.res_partner_2386
TRUE,__export__.account_fiscalyear_55,TRUE,2012-04-28,154/11-12,2012-01-24,1590,__export__.wakf_district_9,B4-3101/RA,33386,FALSE,31796,154/11-12,FALSE,3101,__export__.res_partner_700
TRUE,__export__.account_fiscalyear_55,FALSE,,155/11-12,2012-02-13,1698,__export__.wakf_district_9,B4-5881/RA,35667,FALSE,33969,155/11-12,FALSE,5881,__export__.res_partner_7778
TRUE,__export__.account_fiscalyear_55,FALSE,,156/11-12,2012-02-13,721,__export__.wakf_district_9,B4-4755/RA,15139,FALSE,14418,156/11-12,FALSE,4755,__export__.res_partner_569
TRUE,__export__.account_fiscalyear_55,FALSE,,157/11-12,2012-02-04,685,__export__.wakf_district_9,B4-6274/RA,14379,FALSE,13694,157/11-12,FALSE,6274,__export__.res_partner_1965
TRUE,__export__.account_fiscalyear_55,FALSE,,159/11-12,2012-02-08,872,__export__.wakf_district_9,B4-3000/RA,18318,FALSE,17446,159/11-12,FALSE,3000,__export__.res_partner_1809
TRUE,__export__.account_fiscalyear_55,FALSE,,160/11-12,2012-02-08,666,__export__.wakf_district_9,B4-3916/RA,13995,FALSE,13329,160/11-12,FALSE,3916,__export__.res_partner_5671
TRUE,__export__.account_fiscalyear_55,FALSE,,166/11-12,2012-02-15,281,__export__.wakf_district_9,B4-3024/RA,5909,FALSE,5628,166/11-12,FALSE,3024,__export__.res_partner_2594
TRUE,__export__.account_fiscalyear_55,FALSE,,167/11-12,2012-02-28,200,__export__.wakf_district_6,B3-4673/RA,4192.23,FALSE,3992.23,167/11-12,FALSE,4673,__export__.res_partner_916
TRUE,__export__.account_fiscalyear_55,FALSE,,170/11-12,2012-02-18,790,__export__.wakf_district_9,B4-3072/RA,16584,FALSE,15794,170/11-12,FALSE,3072,__export__.res_partner_7639
TRUE,__export__.account_fiscalyear_55,FALSE,,174/11-12,2012-04-24,117,__export__.wakf_district_6,B3-5718/RA,2451,FALSE,2334,174/11-12,FALSE,5718,__export__.res_partner_673
TRUE,__export__.account_fiscalyear_55,FALSE,,175/11-12,2012-04-24,281,__export__.wakf_district_6,B3-3146/RA,5909,FALSE,5628,175/11-12,FALSE,3146,__export__.res_partner_7628
TRUE,__export__.account_fiscalyear_56,TRUE,2012-08-06,12/1/2013,2012-04-27,118,__export__.wakf_district_6,B3-6090/RA,2478,FALSE,2360,12/1/2013,FALSE,6090,__export__.res_partner_1298
TRUE,__export__.account_fiscalyear_56,FALSE,,12/17/2013,2012-05-08,464,__export__.wakf_district_6,B3-5841/RA,9747,FALSE,9283,12/17/2013,FALSE,5841,__export__.res_partner_4866
TRUE,__export__.account_fiscalyear_56,FALSE,,12/18/2013,2012-05-08,281,__export__.wakf_district_6,B3-3567/RA,5909,FALSE,5628,12/18/2013,FALSE,3567,__export__.res_partner_7122
TRUE,__export__.account_fiscalyear_56,FALSE,,12/19/2013,2012-05-08,282,__export__.wakf_district_6,B3-4686/RA,5916.31,FALSE,5634.31,12/19/2013,FALSE,4686,__export__.res_partner_8143
TRUE,__export__.account_fiscalyear_56,FALSE,,12/20/2013,2012-05-08,286,__export__.wakf_district_6,B3-3188/RA,5996,FALSE,5710,12/20/2013,FALSE,3188,__export__.res_partner_1905
TRUE,__export__.account_fiscalyear_56,FALSE,,12/21/2013,2012-05-08,735,__export__.wakf_district_6,B3-4718/RA,15444,FALSE,14709,12/21/2013,FALSE,4718,__export__.res_partner_6779
TRUE,__export__.account_fiscalyear_56,FALSE,,12/24/2013,2012-05-17,738,__export__.wakf_district_9,B4-2760/RA,15489,FALSE,14751,12/24/2013,FALSE,2760,__export__.res_partner_1460
TRUE,__export__.account_fiscalyear_56,FALSE,,12/29/2013,2012-06-22,281,__export__.wakf_district_6,B3-3189/RA,5909,FALSE,5628,12/29/2013,FALSE,3189,__export__.res_partner_5827
TRUE,__export__.account_fiscalyear_56,FALSE,,12/31/2013,2012-05-29,302,__export__.wakf_district_6,B3-3289/RA,6333,FALSE,6031,12/31/2013,FALSE,3289,__export__.res_partner_830
TRUE,__export__.account_fiscalyear_56,FALSE,,35/12-13,2012-05-30,743,__export__.wakf_district_6,B3-3185/RA,15596.26,FALSE,14853.26,35/12-13,FALSE,3185,__export__.res_partner_1469
TRUE,__export__.account_fiscalyear_56,FALSE,,36/12-13,2012-06-05,328,__export__.wakf_district_6,B3-3929/RA,6883,FALSE,6555,36/12-13,FALSE,3929,__export__.res_partner_472
TRUE,__export__.account_fiscalyear_56,FALSE,,44/12-13,2012-06-19,240,__export__.wakf_district_6,B3-3259/RA,5045,FALSE,4805,44/12-13,FALSE,3259,__export__.res_partner_7665
TRUE,__export__.account_fiscalyear_56,FALSE,,45/12-13,2012-06-23,668,__export__.wakf_district_9,B4-6271/RA,14022,FALSE,13354,45/12-13,FALSE,6271,__export__.res_partner_4013
TRUE,__export__.account_fiscalyear_56,FALSE,,46/12-13,2012-06-23,706,__export__.wakf_district_9,B4-7183/RA,14828,FALSE,14122,46/12-13,FALSE,7183,__export__.res_partner_2541
TRUE,__export__.account_fiscalyear_56,FALSE,,47/12-13,2012-06-26,423,__export__.wakf_district_9,B4-2944/RA,8886,FALSE,8463,47/12-13,FALSE,2944,__export__.res_partner_5735
TRUE,__export__.account_fiscalyear_56,FALSE,,51/12-13,2012-07-10,1098,__export__.wakf_district_6,B3-5879/RA,23051,FALSE,21953,51/12-13,FALSE,5879,__export__.res_partner_5720
TRUE,__export__.account_fiscalyear_56,FALSE,,52/12-13,2012-07-11,281,__export__.wakf_district_6,B3-7101/RA,5909,FALSE,5628,52/12-13,FALSE,7101,__export__.res_partner_5040
TRUE,__export__.account_fiscalyear_56,FALSE,,53/12-13,2012-07-28,878,__export__.wakf_district_6,B3-3222/RA,18440.92,FALSE,17562.92,53/12-13,FALSE,3222,__export__.res_partner_1240
TRUE,__export__.account_fiscalyear_56,FALSE,,54/12-13,2012-07-30,809,__export__.wakf_district_6,B3-4761/RA,16995,FALSE,16186,54/12-13,FALSE,4761,__export__.res_partner_8250
TRUE,__export__.account_fiscalyear_56,FALSE,,55/12-13,2012-07-30,775,__export__.wakf_district_6,B3-3214/RA,16275,FALSE,15500,55/12-13,FALSE,3214,__export__.res_partner_6261
TRUE,__export__.account_fiscalyear_56,FALSE,,58/12-13,2012-08-08,753,__export__.wakf_district_6,B3-4741/RA,15820,FALSE,15067,58/12-13,FALSE,4741,__export__.res_partner_821
TRUE,__export__.account_fiscalyear_56,FALSE,,59/12-13,2012-08-08,793,__export__.wakf_district_6,B3-3149/RA,16660,FALSE,15867,59/12-13,FALSE,3149,__export__.res_partner_3741
TRUE,__export__.account_fiscalyear_56,TRUE,2012-10-10,60/12-13,2012-08-08,328,__export__.wakf_district_6,B3-3178/RA,6883,FALSE,6555,60/12-13,FALSE,3178,__export__.res_partner_714
FALSE,__export__.account_fiscalyear_56,FALSE,,61/12-13,2012-08-08,738,__export__.wakf_district_6,B3-3209/RA,15499,FALSE,14761,61/12-13,FALSE,3209,__export__.res_partner_7965
TRUE,__export__.account_fiscalyear_56,FALSE,,62/12-13,2012-08-08,220,__export__.wakf_district_6,B3-6089/RA,4610,FALSE,4390,62/12-13,FALSE,6089,__export__.res_partner_3257
TRUE,__export__.account_fiscalyear_56,FALSE,,63/12-13,2012-08-08,754,__export__.wakf_district_6,B3-3191/RA,15834.64,FALSE,15080.64,63/12-13,FALSE,3191,__export__.res_partner_7507
TRUE,__export__.account_fiscalyear_56,FALSE,,64/12-13,2012-08-08,291,__export__.wakf_district_6,B3-3138/RA,6120,FALSE,5829,64/12-13,FALSE,3138,__export__.res_partner_4129
TRUE,__export__.account_fiscalyear_56,FALSE,,65/12-13,2012-08-08,765,__export__.wakf_district_6,B3-3231/RA,16062.17,FALSE,15297.17,65/12-13,FALSE,3231,__export__.res_partner_3666
TRUE,__export__.account_fiscalyear_56,FALSE,,66/12-13,2012-08-08,328,__export__.wakf_district_6,B3-3239/RA,6883,FALSE,6555,66/12-13,FALSE,3239,__export__.res_partner_936
TRUE,__export__.account_fiscalyear_56,FALSE,,69/12-13,2012-08-21,928,__export__.wakf_district_6,B3-3155/RA,19489.39,FALSE,18561.39,69/12-13,FALSE,3155,__export__.res_partner_1540
TRUE,__export__.account_fiscalyear_56,FALSE,,71/12-13,2012-10-18,238,__export__.wakf_district_6,B3-3861/RA,5003,FALSE,4765,71/12-13,FALSE,3861,__export__.res_partner_7755
TRUE,__export__.account_fiscalyear_56,FALSE,,73/12-13,2012-09-29,232,__export__.wakf_district_6,B3-6517/RA,4872,FALSE,4640,73/12-13,FALSE,6517,__export__.res_partner_4477
TRUE,__export__.account_fiscalyear_56,FALSE,,74/12-13,2012-08-27,734,__export__.wakf_district_9,B4-2749/RA,15418,FALSE,14684,74/12-13,FALSE,2749,__export__.res_partner_6046
TRUE,__export__.account_fiscalyear_56,FALSE,,75/12-13,2012-09-29,394,__export__.wakf_district_6,B3-3344/RA,8269,FALSE,7875,75/12-13,FALSE,3344,__export__.res_partner_1539
TRUE,__export__.account_fiscalyear_56,FALSE,,76/12-13,2012-09-29,335,__export__.wakf_district_9,B4-3004/RA,7041,FALSE,6706,76/12-13,FALSE,3004,__export__.res_partner_4997
TRUE,__export__.account_fiscalyear_56,FALSE,,77/12-13,2012-09-29,294,__export__.wakf_district_6,B3-3829/RA,6170,FALSE,5876,77/12-13,FALSE,3829,__export__.res_partner_1284
TRUE,__export__.account_fiscalyear_56,FALSE,,83/12-13,2013-03-15,581,__export__.wakf_district_1,B4-3233/RA,12194,FALSE,11613,83/12-13,FALSE,3233,__export__.res_partner_7520
FALSE,__export__.account_fiscalyear_56,TRUE,2013-03-08,84/12-13,2012-10-17,137,__export__.wakf_district_6,B4-7832/RA,2870,FALSE,2733,84/12-13,FALSE,7832,__export__.res_partner_3325
TRUE,__export__.account_fiscalyear_56,FALSE,,85/12-13,2012-10-19,1847,__export__.wakf_district_6,B4-7299/RA,38789,FALSE,36942,85/12-13,FALSE,7299,__export__.res_partner_1082
TRUE,__export__.account_fiscalyear_56,FALSE,,86/12-13,2012-11-05,3014,__export__.wakf_district_9,B4-6063/RA,63300,FALSE,60286,86/12-13,FALSE,6063,__export__.res_partner_6497
TRUE,__export__.account_fiscalyear_56,FALSE,,88/12-13,2012-11-06,291,__export__.wakf_district_6,B3-5738/RA,6120,FALSE,5829,88/12-13,FALSE,5738,__export__.res_partner_2749
TRUE,__export__.account_fiscalyear_56,FALSE,,89/12-13,2012-11-23,920,__export__.wakf_district_6,B3-3196/RA,19316,FALSE,18396,89/12-13,FALSE,3196,__export__.res_partner_4182
TRUE,__export__.account_fiscalyear_56,FALSE,,93/12-13,2012-11-23,636,__export__.wakf_district_9,B4-2949/RA,13361,FALSE,12725,93/12-13,FALSE,2949,__export__.res_partner_2688
TRUE,__export__.account_fiscalyear_56,FALSE,,94/12-13,2012-11-23,295,__export__.wakf_district_9,B4-2951/RA,6202,FALSE,5907,94/12-13,FALSE,2951,__export__.res_partner_1932
TRUE,__export__.account_fiscalyear_56,FALSE,,95/12-13,2012-11-23,224,__export__.wakf_district_9,B4-2950/RA,4695,FALSE,4471,95/12-13,FALSE,2950,__export__.res_partner_1269
TRUE,__export__.account_fiscalyear_56,FALSE,,96/12-13,2012-11-23,644,__export__.wakf_district_9,B4-2959/RA,13523,FALSE,12879,96/12-13,FALSE,2959,__export__.res_partner_5559
TRUE,__export__.account_fiscalyear_56,FALSE,,97/12-13,2012-11-09,729,__export__.wakf_district_9,B4-2787/RA,15311,FALSE,14582,97/12-13,FALSE,2787,__export__.res_partner_3996
TRUE,__export__.account_fiscalyear_56,FALSE,,98/12-13,2012-11-09,214,__export__.wakf_district_9,B4-2971/RA,4500,FALSE,4286,98/12-13,FALSE,2971,__export__.res_partner_3422
TRUE,__export__.account_fiscalyear_56,FALSE,,102/12-13,2012-11-23,7255,__export__.wakf_district_6,B3-3223/RA,152350.27,FALSE,145095.27,102/12-13,FALSE,3223,__export__.res_partner_564
TRUE,__export__.account_fiscalyear_56,FALSE,,104/12-13,2012-11-23,285,__export__.wakf_district_6,B3-5798/RA,5994,FALSE,5709,104/12-13,FALSE,5798,__export__.res_partner_3466
TRUE,__export__.account_fiscalyear_56,FALSE,,105/12-13,2013-01-09,966,__export__.wakf_district_6,B3-3811/RA,20289,FALSE,19323,105/12-13,FALSE,3811,__export__.res_partner_3864
TRUE,__export__.account_fiscalyear_56,FALSE,,106/12-13,2013-01-09,488,__export__.wakf_district_6,B3-5797/RA,10253.69,FALSE,9765.69,106/12-13,FALSE,5797,__export__.res_partner_4576
TRUE,__export__.account_fiscalyear_55,FALSE,,107/11-12,2013-03-15,287,__export__.wakf_district_6,MP-3876/RA,6032,FALSE,5745,107/11-12,FALSE,3876,__export__.res_partner_5925
TRUE,__export__.account_fiscalyear_56,FALSE,,108/12-13,2013-03-15,317,__export__.wakf_district_6,B3-3131/RA,6650,FALSE,6333,108/12-13,FALSE,3131,__export__.res_partner_5305
TRUE,__export__.account_fiscalyear_56,FALSE,,111/12-13,2013-06-27,235,__export__.wakf_district_9,B4-2800/RA,4944,FALSE,4709,111/12-13,FALSE,2800,__export__.res_partner_7111
TRUE,__export__.account_fiscalyear_56,FALSE,,112/12-13,2013-06-18,532,__export__.wakf_district_9,B4-2948/RA,11174,FALSE,10642,112/12-13,FALSE,2948,__export__.res_partner_3201
TRUE,__export__.account_fiscalyear_56,FALSE,,119/12-13,2013-06-27,81,__export__.wakf_district_9,B4-2998/RA,1706,FALSE,1625,119/12-13,FALSE,2998,__export__.res_partner_1631
